observation_date,PCRUDEOIL,CRUDEOIL,FCRUDEOIL
4/14/2016,37.79458828,43.02,49.79458828
4/13/2016,37.84733312,42.81,49.84733312
4/12/2016,36.75010538,43.02,48.75010538
4/11/2016,35.83660679,41.58,47.83660679
4/8/2016,32.8889392,40.71,44.8889392
4/7/2016,33.26969571,37.15,45.26969571
4/6/2016,31.56560318,37.77,43.56560318
4/5/2016,31.91831465,35.88,43.91831465
4/4/2016,32.27370064,36.05,44.27370064
4/1/2016,32.39311755,36.42,44.39311755
3/31/2016,32.27736981,36.75,44.27736981
3/30/2016,32.61109665,36.75,44.61109665
3/29/2016,33.89044003,36.75,45.89044003
3/28/2016,33.56036904,38.33,45.56036904
3/24/2016,34.24075716,38.33,46.24075716
3/23/2016,35.86705655,38.84,47.86705655
3/22/2016,34.97020639,40.54,46.97020639
3/21/2016,34.64452124,39.91,46.64452124
3/18/2016,34.81694596,39.26,46.81694596
3/17/2016,33.86576338,39.29,45.86576338
3/16/2016,33.23163422,38.38,45.23163422
3/15/2016,33.56753722,37.49,45.56753722
3/14/2016,34.82790815,38.06,46.82790815
3/11/2016,34.12310832,39.41,46.12310832
3/10/2016,35.33925015,38.63,47.33925015
3/9/2016,34.53817585,40.26,46.53817585
3/8/2016,34.53157963,39.16,46.53157963
3/7/2016,33.20468299,39.02,45.20468299
3/4/2016,31.37433167,37.61,43.37433167
3/3/2016,32.09333599,35.75,44.09333599
3/2/2016,31.59462357,36.38,43.59462357
3/1/2016,31.56106812,35.73,43.56106812
2/29/2016,31.64263729,35.92,43.64263729
2/26/2016,29.0651799,35.76,41.0651799
2/25/2016,27.83238052,32.83,39.83238052
2/24/2016,28.10784601,31.5,40.10784601
2/23/2016,29.57401588,31.9,41.57401588
2/22/2016,27.76218631,33.59,39.76218631
2/19/2016,29.30020137,31.66,41.30020137
2/18/2016,29.24931235,33.2,41.24931235
2/17/2016,27.37161947,33.21,39.37161947
2/16/2016,28.13301167,31.09,40.13301167
2/12/2016,25.31599542,31.8,37.31599542
2/11/2016,26.31599533,28.82,38.31599533
2/10/2016,26.53474188,29.64,38.53474188
2/9/2016,28.02940858,30.15,40.02940858
2/8/2016,28.53487124,31.64,40.53487124
2/5/2016,28.85425274,32.35,40.85425274
2/4/2016,28.65370793,32.76,40.65370793
2/3/2016,27.46883229,32.38,39.46883229
2/2/2016,28.7193739,30.98,40.7193739
2/1/2016,29.32513773,32.45,41.32513773
1/29/2016,29.05799315,33.14,41.05799315
1/28/2016,28.02706325,33.01,40.02706325
1/27/2016,27.28052315,31.83,39.28052315
1/26/2016,26.26174548,30.94,38.26174548
1/25/2016,26.90718296,29.82,38.90718296
1/22/2016,24.21360477,30.46,36.21360477
1/21/2016,22.93711536,27.59,34.93711536
1/20/2016,24.18438774,26.01,36.18438774
1/19/2016,25.61611277,27.36,37.61611277
1/15/2016,25.53077864,28.8,37.53077864
1/14/2016,25.35574217,28.84,37.35574217
1/13/2016,25.7432388,28.58,37.7432388
1/12/2016,26.50437991,29.14,38.50437991
1/11/2016,27.94302083,30.14,39.94302083
1/8/2016,29.46616433,31.67,41.46616433
1/7/2016,30.00157285,33.57,42.00157285
1/6/2016,31.53038725,33.89,43.53038725
1/5/2016,31.87115972,35.56,43.87115972
1/4/2016,32.17917563,36.28,44.17917563
12/31/2015,31.16942592,36.61,43.16942592
12/30/2015,32.77494983,35.65,44.77494983
12/29/2015,32.83642704,36.85,44.83642704
12/28/2015,33.03433362,37.08,45.03433362
12/24/2015,31.6685112,37.22,43.6685112
12/23/2015,30.94896126,35.79,42.94896126
12/22/2015,30.99346051,35.26,42.99346051
12/21/2015,32.54879385,35.34,44.54879385
12/18/2015,31.87655859,36.76,43.87655859
12/17/2015,32.36976496,36.29,44.36976496
12/16/2015,33.18259193,36.96,45.18259193
12/15/2015,32.35421546,37.66,44.35421546
12/14/2015,32.53683281,36.51,44.53683281
12/11/2015,34.03789723,36.99,46.03789723
12/10/2015,34.50793766,38.65,46.50793766
12/9/2015,34.72457984,39.04,46.72457984
12/8/2015,34.92448736,39.44,46.92448736
12/7/2015,36.6422929,39.69,48.6422929
12/4/2015,37.15350812,41.44,49.15350812
12/3/2015,36.60781587,42,48.60781587
12/2/2015,38.06879444,41.92,50.06879444
12/1/2015,38.60873349,42.97,50.60873349
11/30/2015,37.8502248,43.73,49.8502248
11/27/2015,38.41303099,43.07,50.41303099
11/25/2015,39.09217798,43.56,51.09217798
11/24/2015,38.66640419,44.38,50.66640419
11/23/2015,37.38451667,43.7,49.38451667
11/20/2015,37.01024961,42.49,49.01024961
11/19/2015,36.49382887,42.22,48.49382887
11/18/2015,36.22189476,41.45,48.22189476
11/17/2015,35.36864751,41.28,47.36864751
11/16/2015,37.2065317,40.28,49.2065317
11/13/2015,39.82356979,41.98,51.82356979
11/12/2015,39.69105229,44.98,51.69105229
11/11/2015,40.975087,44.98,52.975087
11/10/2015,40.2182479,46.44,52.2182479
11/9/2015,40.59508586,45.38,52.59508586
11/6/2015,41.57837788,46.09,53.57837788
11/5/2015,41.45374042,47.19,53.45374042
11/4/2015,42.52718579,46.96,54.52718579
11/3/2015,42.34284769,48,54.34284769
11/2/2015,42.22027533,47.91,54.22027533
10/30/2015,42.46374952,48,54.46374952
10/29/2015,41.89939777,48.04,53.89939777
10/28/2015,40.24072408,47.6,52.24072408
10/27/2015,41.47476117,45.54,53.47476117
10/26/2015,40.97471211,46.57,52.97471211
10/23/2015,41.02639191,46.3,53.02639191
10/22/2015,41.17012284,46.59,53.17012284
10/21/2015,41.13700345,46.72,53.13700345
10/20/2015,41.94990426,46.93,53.94990426
10/19/2015,43.25084568,47.51,55.25084568
10/16/2015,41.9200804,48.96,53.9200804
10/15/2015,42.76674317,47.87,54.76674317
10/14/2015,43.18071337,48.25,55.18071337
10/13/2015,44.61814869,48.94,56.61814869
10/12/2015,46.10534023,50.95,58.10534023
10/9/2015,45.91320283,52.08,57.91320283
10/8/2015,45.5759661,52.13,57.5759661
10/7/2015,45.08553738,51.66,57.08553738
10/6/2015,43.51371805,51.34,55.51371805
10/5/2015,41.15703778,49.45,53.15703778
10/2/2015,42.01789173,46.55,54.01789173
10/1/2015,41.87958936,47.48,53.87958936
9/30/2015,41.88158653,47.29,53.88158653
9/29/2015,40.6487348,47.58,52.6487348
9/28/2015,41.61617822,46.04,53.61617822
9/25/2015,41.74219189,47.28,53.74219189
9/24/2015,42.2829276,47.06,54.2829276
9/23/2015,41.02695728,48,53.02695728
9/22/2015,42.02146307,46.69,54.02146307
9/21/2015,41.72130967,47.64,53.72130967
9/18/2015,42.52825443,47.28,54.52825443
9/17/2015,43.36308355,48.27,55.36308355
9/16/2015,40.66048397,49.35,52.66048397
9/15/2015,40.47442233,45.91,52.47442233
9/14/2015,41.37626261,45.87,53.37626261
9/11/2015,41.99992122,46.87,53.99992122
9/10/2015,42.41240915,47.77,54.41240915
9/9/2015,42.78468846,48.04,54.78468846
9/8/2015,42.57943811,48.88,54.57943811
9/4/2015,44.42436486,48.59,56.42436486
9/3/2015,42.02241938,50.41,54.02241938
9/2/2015,42.82157957,47.67,54.82157957
9/1/2015,42.19013074,48.8,54.19013074
8/28/2015,39.30771484,47.97,51.30771484
8/27/2015,36.80904044,44.46,48.80904044
8/26/2015,36.75721096,41.76,48.75721096
8/25/2015,36.83904745,41.86,48.83904745
8/24/2015,38.48427946,41.59,50.48427946
8/21/2015,40.08119311,43.84,52.08119311
8/20/2015,40.36703107,45.63,52.36703107
8/19/2015,41.50968236,45.75,53.50968236
8/18/2015,42.1249223,47,54.1249223
8/17/2015,42.22290232,47.77,54.22290232
8/14/2015,42.49904369,47.79,54.49904369
8/13/2015,42.32492427,48.01,54.32492427
8/12/2015,41.75785364,48.29,53.75785364
8/11/2015,42.6733813,47.33,54.6733813
8/10/2015,41.72635344,48.3,53.72635344
8/7/2015,41.74951805,47.54,53.74951805
8/6/2015,42.85248037,47.8,54.85248037
8/5/2015,43.16146738,49.04,55.16146738
8/4/2015,43.53720284,49.08,55.53720284
8/3/2015,46.86037908,49.49,58.86037908
7/31/2015,47.80572631,53.29,59.80572631
7/30/2015,48.24052227,54.29,60.24052227
7/29/2015,47.68052185,54.73,59.68052185
7/28/2015,47.78303881,54.3,59.78303881
7/27/2015,47.9280434,54.07,59.9280434
7/24/2015,49.09626148,54.29,61.09626148
7/23/2015,49.40923471,55.76,61.40923471
7/22/2015,49.59446087,56.36,61.59446087
7/21/2015,49.95585395,55.94,61.95585395
7/20/2015,49.59049623,56.42,61.59049623
7/17/2015,50.22677665,56.38,62.22677665
7/16/2015,50.44923902,57.31,62.44923902
7/15/2015,49.97665475,57.34,61.97665475
7/14/2015,50.33112418,57.2,62.33112418
7/13/2015,50.63618544,57.63,62.63618544
7/10/2015,51.00101936,57.72,63.00101936
7/9/2015,48.66359103,57.83,60.66359103
7/8/2015,48.31316806,55.7,60.31316806
7/7/2015,50.37612972,54.72,62.37612972
7/6/2015,54.16872251,57.19,66.16872251
7/2/2015,54.4626037,61.73,66.4626037
7/1/2015,53.06295171,61.65,65.06295171
6/30/2015,51.94316795,60.31,63.94316795
6/29/2015,52.53106751,59.03,64.53106751
6/26/2015,53.106231,60.14,65.106231
6/25/2015,54.36752341,60.24,66.36752341
6/24/2015,54.7341965,61.63,66.7341965
6/23/2015,53.42771814,61.67,65.42771814
6/22/2015,52.52059781,60.54,64.52059781
6/19/2015,54.10824297,59.41,66.10824297
6/18/2015,53.36568171,61.37,65.36568171
6/17/2015,53.30183134,60.75,65.30183134
6/16/2015,53.5249193,60.75,65.5249193
6/15/2015,55.92165789,60.99,67.92165789
6/12/2015,56.22915841,63.19,68.22915841
6/11/2015,56.82627095,63.76,68.82627095
6/10/2015,55.65932189,64.68,67.65932189
6/9/2015,54.05766892,63.23,66.05766892
6/8/2015,53.5618675,61.33,65.5618675
6/5/2015,53.28455021,60.36,65.28455021
6/4/2015,55.05151898,60.34,67.05151898
6/3/2015,55.72418604,62.78,67.72418604
6/2/2015,55.41780426,63.14,67.41780426
6/1/2015,55.64840784,62.87,67.64840784
5/29/2015,52.82911105,63.16,64.82911105
5/28/2015,54.03054644,60.12,66.03054644
5/27/2015,54.15415553,61.35,66.15415553
5/26/2015,57.39029279,61.65,69.39029279
5/22/2015,56.97021012,64.7,68.97021012
5/21/2015,55.57278135,64.7,67.57278135
5/20/2015,55.87363418,63.52,67.87363418
5/19/2015,57.54181729,63.48,69.54181729
5/18/2015,56.81828352,65.15,68.81828352
5/15/2015,57.61247205,64.69,69.61247205
5/14/2015,58.17707778,65.58,70.17707778
5/13/2015,57.14120665,66.33,69.14120665
5/12/2015,55.4639933,65.09,67.4639933
5/11/2015,56.31068673,62.82,68.31068673
5/8/2015,57.17897935,63.82,69.17897935
5/7/2015,58.51199213,64.93,70.51199213
5/6/2015,57.74458195,66.22,69.74458195
5/5/2015,56.73063668,65.44,68.73063668
5/4/2015,56.38733376,64.62,68.38733376
5/1/2015,56.40136073,64.13,68.40136073
4/30/2015,56.14762222,63.9,68.14762222
4/29/2015,54.6256092,63.97,66.6256092
4/28/2015,55.55042765,62.61,67.55042765
4/27/2015,55.22462408,62.86,67.22462408
4/24/2015,55.19766929,62.96,67.19766929
4/23/2015,52.96499359,62.66,64.96499359
4/22/2015,52.71891137,60.12,64.71891137
4/21/2015,53.73555476,60.12,65.73555476
4/20/2015,54.44173524,61.2,66.44173524
4/17/2015,53.27025126,61.31,65.27025126
4/16/2015,52.5159078,60.13,64.5159078
4/15/2015,51.08434341,59.32,63.08434341
4/14/2015,49.79950649,57.69,61.79950649
4/13/2015,50.15959888,57.14,62.15959888
4/10/2015,49.29183553,56.82,61.29183553
4/9/2015,49.73678339,56.04,61.73678339
4/8/2015,50.47718061,56.42,62.47718061
4/7/2015,49.52578547,57.55,61.52578547
4/6/2015,49.22215535,55.73,61.22215535
4/2/2015,48.97271678,55.73,60.97271678
4/1/2015,47.62440549,55.73,59.62440549
3/31/2015,47.61054911,53.69,59.61054911
3/30/2015,49.54477451,53.99,61.54477451
3/27/2015,50.0911955,56.44,62.0911955
3/26/2015,48.08435426,57.02,60.08435426
3/25/2015,47.16646248,54.18,59.16646248
3/24/2015,47.42428141,53.61,59.42428141
3/23/2015,47.41173726,53.82,59.41173726
3/20/2015,46.8622234,53.88,58.8622234
3/19/2015,46.67529534,52.96,58.67529534
3/18/2015,46.25704281,52.59,58.25704281
3/17/2015,45.82031456,52.17,57.82031456
3/16/2015,48.47490007,52,60.47490007
3/13/2015,49.7817969,54.8,61.7817969
3/12/2015,49.81871375,56.66,61.81871375
3/11/2015,49.40233298,56.46,61.40233298
3/10/2015,51.53772617,55.95,63.53772617
3/9/2015,52.33149132,58.67,64.33149132
3/6/2015,53.05821805,59.15,65.05821805
3/5/2015,51.71732055,60.33,63.71732055
3/4/2015,53.57053201,59.18,65.57053201
3/3/2015,53.62746245,61.18,65.62746245
3/2/2015,54.82201079,60.75,66.82201079
2/27/2015,53.85022989,61.89,65.85022989
2/26/2015,52.91224048,61.39,64.91224048
2/25/2015,53.10422062,59.77,65.10422062
2/24/2015,52.69597585,60.33,64.69597585
2/23/2015,53.77560092,59.78,65.77560092
2/20/2015,51.93015069,60.99,63.93015069
2/19/2015,54.10083358,58.78,66.10083358
2/18/2015,53.33871875,60.72,65.33871875
2/17/2015,53.30567699,60.78,65.30567699
2/13/2015,49.74570181,60.33,61.74570181
2/12/2015,47.27111397,56.23,59.27111397
2/11/2015,49.21489789,53.48,61.21489789
2/10/2015,50.30713645,55.79,62.30713645
2/9/2015,49.27819182,57,61.27819182
2/6/2015,49.40109967,55.88,61.40109967
2/5/2015,48.5527182,55.98,60.5527182
2/4/2015,47.63947583,55.07,59.63947583
2/3/2015,45.64405796,54.41,57.64405796
2/2/2015,41.56093486,51.74,53.56093486
1/30/2015,41.0248732,47.52,53.0248732
1/29/2015,41.37215435,46.61,53.37215435
1/28/2015,41.1316622,47.07,53.1316622
1/27/2015,40.12954073,46.55,52.12954073
1/26/2015,41.00776123,46.07,53.00776123
1/23/2015,40.47366025,46.69,52.47366025
1/22/2015,40.7821146,46.09,52.7821146
1/21/2015,40.7987843,46.5,52.7987843
1/20/2015,41.81922414,46.49,53.81922414
1/16/2015,41.95917306,47.38,53.95917306
1/15/2015,40.24805956,47.66,52.24805956
1/14/2015,39.81401505,45.82,51.81401505
1/13/2015,41.0412249,45.13,53.0412249
1/12/2015,41.81494121,46.9,53.81494121
1/9/2015,43.50575643,47.64,55.50575643
1/8/2015,43.232597,49.43,55.232597
1/7/2015,43.8698292,49.06,55.8698292
1/6/2015,44.93730601,50.12,56.93730601
1/5/2015,48.96608365,51.08,60.96608365
1/2/2015,48.63984189,55.38,60.63984189
12/31/2014,48.92184934,55.27,60.92184934
12/30/2014,50.51465317,55.6,62.51465317
12/29/2014,51.64590404,57.86,63.64590404
12/26/2014,51.67536556,58.72,63.67536556
12/24/2014,52.17485201,58.67,64.17485201
12/23/2014,51.30296455,59.07,63.30296455
12/22/2014,51.73571615,58.31,63.73571615
12/19/2014,52.21607217,58.87,64.21607217
12/18/2014,52.37366201,58.81,64.37366201
12/17/2014,53.18887461,59.84,65.18887461
12/16/2014,53.51281327,60.26,65.51281327
12/15/2014,54.73823877,61.09,66.73823877
12/12/2014,56.0896121,61.67,68.0896121
12/11/2014,55.80412424,63.65,67.80412424
12/10/2014,58.0839502,63.32,70.0839502
12/9/2014,57.94189267,66.11,69.94189267
12/8/2014,59.99674303,65.64,71.99674303
12/5/2014,60.38416947,68,72.38416947
12/4/2014,61.99416,68.48,73.99416
12/3/2014,62.66726483,70.13,74.66726483
12/2/2014,62.20055744,71.13,74.20055744
12/1/2014,63.8420315,70.87,75.8420315
11/28/2014,68.24800677,71.89,80.24800677
11/26/2014,68.00718372,77.39,80.00718372
11/25/2014,69.97559319,77.62,81.97559319
11/24/2014,69.75671505,79.62,81.75671505
11/21/2014,68.37785573,79.2,80.37785573
11/20/2014,68.02492508,77.61,80.02492508
11/19/2014,67.56742554,77.21,79.56742554
11/18/2014,68.22999579,77.23,80.22999579
11/17/2014,68.62531792,76.86,80.62531792
11/14/2014,68.29143163,77.51,80.29143163
11/13/2014,70.95141089,77.74,82.95141089
11/12/2014,71.15366305,80.42,83.15366305
11/11/2014,72.67911502,80.94,84.67911502
11/10/2014,73.46232503,82.9,85.46232503
11/7/2014,72.54879245,83.2,84.54879245
11/6/2014,73.00343681,82.08,85.00343681
11/5/2014,72.79840816,82.88,84.79840816
11/4/2014,74.80185617,82.12,86.80185617
11/3/2014,74.35243779,84.9,86.35243779
10/31/2014,75.5932584,84.17,87.5932584
10/30/2014,76.59505946,85.5,88.59505946
10/29/2014,76.07899728,86.91,88.07899728
10/28/2014,74.87135671,85.57,86.87135671
10/27/2014,75.42144524,85.64,87.42144524
10/24/2014,75.60963129,86,87.60963129
10/23/2014,76.02380677,85.94,88.02380677
10/22/2014,74.7027547,86.38,86.7027547
10/21/2014,74.79233868,85.17,86.79233868
10/20/2014,75.13160229,84.42,87.13160229
10/17/2014,74.16582713,85.27,86.16582713
10/16/2014,74.1991198,84.02,86.1991198
10/15/2014,76.17277062,84.02,88.17277062
10/14/2014,77.23505629,86.36,89.23505629
10/13/2014,78.17563979,87.82,90.17563979
10/10/2014,79.74288039,88.66,91.74288039
10/9/2014,79.63976732,90.47,91.63976732
10/8/2014,80.2664677,90.25,92.2664677
10/7/2014,79.24082872,90.9,91.24082872
10/6/2014,80.1611546,90.65,92.1611546
10/3/2014,81.053501,90.8,93.053501
10/2/2014,83.81385263,91.29,95.81385263
10/1/2014,83.45354171,94.57,95.45354171
9/30/2014,84.26067479,94.67,96.26067479
9/29/2014,84.01083111,95.7,96.01083111
9/26/2014,83.74122616,95.08,95.74122616
9/25/2014,83.06742286,95.2,95.06742286
9/24/2014,83.89861839,94.53,95.89861839
9/23/2014,84.26290751,94.87,96.26290751
9/22/2014,85.64589704,95.37,97.64589704
9/19/2014,85.90993994,96.75,97.90993994
9/18/2014,86.2583868,96.82,98.2583868
9/17/2014,85.90989238,97.7,97.90989238
9/16/2014,85.21131827,97.39,97.21131827
9/15/2014,84.35084849,96.43,96.35084849
9/12/2014,85.31596922,96.31,97.31596922
9/11/2014,84.56777403,96.42,96.56777403
9/10/2014,86.71788673,96.26,98.71788673
9/9/2014,87.39384104,98.08,99.39384104
9/8/2014,88.12428459,99.53,100.1242846
9/5/2014,89.28191364,99.51,101.2819136
9/4/2014,88.95405267,101.21,100.9540527
9/3/2014,88.85627047,100.88,100.8562705
9/2/2014,89.20739841,100.21,101.2073984
8/29/2014,88.86640434,101.12,100.8664043
8/28/2014,88.30760297,100.71,100.307603
8/27/2014,88.34398039,100.4,100.3439804
8/26/2014,88.55013344,100.5,100.5501334
8/25/2014,88.16887038,100.49,100.1688704
8/22/2014,88.2249663,100.09,100.2249663
8/21/2014,88.76212884,100.28,100.7621288
8/20/2014,87.34971461,99.92,99.34971461
8/19/2014,87.72201898,99.74,99.72201898
8/18/2014,88.92376164,99.37,100.9237616
8/15/2014,90.19168119,101.13,102.1916812
8/14/2014,90.42128989,101.15,102.4212899
8/13/2014,89.8556141,102.27,101.8556141
8/12/2014,91.08128095,101.68,103.081281
8/11/2014,91.18435419,103.47,103.1843542
8/8/2014,90.77925974,103.36,102.7792597
8/7/2014,91.81403869,104.02,103.8140387
8/6/2014,90.28843674,104.17,102.2884367
8/5/2014,90.96576275,102.82,102.9657628
8/4/2014,91.3771636,103.63,103.3771636
8/1/2014,91.49315834,103.45,103.4931583
7/31/2014,93.03365865,104.94,105.0336587
7/30/2014,94.19547047,106.47,106.1954705
7/29/2014,93.7626706,106.98,105.7626706
7/28/2014,94.69038081,106.7,106.6903808
7/25/2014,93.2410258,106.89,105.2410258
7/24/2014,94.0854064,105.78,106.0854064
7/23/2014,93.961026,106.85,105.961026
7/22/2014,92.96724054,106.48,104.9672405
7/21/2014,93.59549299,105.71,105.595493
7/18/2014,93.28003174,106.03,105.2800317
7/17/2014,92.93942127,106.04,104.9394213
7/16/2014,92.40956775,105.41,104.4095678
7/15/2014,92.77909236,104.73,104.7790924
7/14/2014,93.15075595,104.73,105.150756
7/11/2014,93.87052517,105.77,105.8705252
7/10/2014,94.36804725,106.2,106.3680473
7/9/2014,95.16085889,106.84,107.1608589
7/8/2014,95.54385639,107.65,107.5438564
7/7/2014,95.58704975,108.7,107.5870498
7/3/2014,96.97694402,108.98,108.976944
7/2/2014,98.00723186,110.18,110.0072319
7/1/2014,97.84116733,110.84,109.8411673
6/30/2014,99.3902423,111.03,111.3902423
6/27/2014,98.70078984,112.62,110.7007898
6/26/2014,100.0052921,112.61,112.0052921
6/25/2014,100.6729695,112.84,112.6729695
6/24/2014,100.8022362,113.74,112.8022362
6/23/2014,100.6165422,113.62,112.6165422
6/20/2014,101.0601018,114.55,113.0601018
6/19/2014,100.1758168,115.19,112.1758168
6/18/2014,100.778227,114.25,112.778227
6/17/2014,99.95890558,114.02,111.9589056
6/16/2014,100.0728363,113.42,112.0728363
6/13/2014,98.93167162,113.15,110.9316716
6/12/2014,97.28889899,112.18,109.288899
6/11/2014,96.13490981,109.83,108.1349098
6/10/2014,96.95488932,109.18,108.9548893
6/9/2014,97.17524473,110.55,109.1752447
6/6/2014,95.28722246,109.21,107.2872225
6/5/2014,96.10186724,108.43,108.1018672
6/4/2014,95.77086564,109.07,107.7708656
6/3/2014,96.57788239,108.87,108.5778824
6/2/2014,95.82224009,109.34,107.8222401
5/30/2014,98.0323384,109.21,110.0323384
5/29/2014,96.75382103,109.98,108.753821
5/28/2014,96.96778466,109.09,108.9677847
5/27/2014,96.79557295,109.81,108.795573
5/23/2014,97.95145886,110.19,109.9514589
5/22/2014,98.6867184,110.89,110.6867184
5/21/2014,97.57212296,111.32,109.572123
5/20/2014,97.76994883,110.35,109.7699488
5/19/2014,97.23073951,110.84,109.2307395
5/16/2014,96.34158062,110.9,108.3415806
5/15/2014,97.22034935,109.74,109.2203494
5/14/2014,95.62015226,109.87,107.6201523
5/13/2014,95.95291564,108.78,107.9529156
5/12/2014,95.00523018,108.37,107.0052302
5/9/2014,95.31355899,108.26,107.313559
5/8/2014,94.84707696,108.19,106.847077
5/7/2014,95.88828575,108.17,107.8882858
5/6/2014,96.048066,108.3,108.048066
5/5/2014,96.28460695,109.48,108.284607
5/2/2014,95.61052327,109.48,107.6105233
5/1/2014,95.62535671,108.63,107.6253567
4/30/2014,96.87395969,108.63,108.8739597
4/29/2014,96.09547533,109.89,108.0954753
4/28/2014,96.98616933,109.12,108.9861693
4/25/2014,97.65762314,109.53,109.6576231
4/24/2014,95.45866359,109.79,107.4586636
4/23/2014,95.23380506,108.48,107.2338051
4/22/2014,96.3983223,108.54,108.3983223
4/21/2014,96.9628995,109.69,108.9628995
4/17/2014,96.69126581,109.79,108.6912658
4/16/2014,95.70557284,109.71,107.7055728
4/15/2014,95.43365739,109.1,107.4336574
4/14/2014,94.46690388,107.68,106.4669039
4/11/2014,94.22635715,107.34,106.2263572
4/10/2014,95.18241519,107.1,107.1824152
4/9/2014,94.04740928,107.39,106.0474093
4/8/2014,92.07886099,105.83,104.078861
4/7/2014,94.21863384,104.89,106.2186338
4/4/2014,92.02522396,106.41,104.025224
4/3/2014,91.28405647,104.88,103.2840565
4/2/2014,92.52303703,103.37,104.523037
4/1/2014,94.07956249,105.7,106.0795625
3/31/2014,94.52848015,105.95,106.5284802
3/28/2014,94.66770686,106.64,106.6677069
3/27/2014,93.55353212,106.58,105.5535321
3/26/2014,93.99403927,105.9,105.9940393
3/25/2014,93.30992161,107.01,105.3099216
3/24/2014,94.56524486,106.59,106.5652449
3/21/2014,92.6099053,107.2,104.6099053
3/20/2014,92.8933132,105.73,104.8933132
3/19/2014,94.6330056,105.95,106.6330056
3/18/2014,94.87805622,106.79,106.8780562
3/17/2014,95.39801583,106.99,107.3980158
3/14/2014,94.46220513,108.08,106.4622051
3/13/2014,95.15992777,107.48,107.1599278
3/12/2014,95.19025649,107.88,107.1902565
3/11/2014,95.16590459,108.35,107.1659046
3/10/2014,96.38973335,108.27,108.3897334
3/7/2014,94.68862691,109.14,106.6886269
3/6/2014,95.0358966,107.99,107.0358966
3/5/2014,96.04946437,108.15,108.0494644
3/4/2014,97.90461394,109.17,109.9046139
3/3/2014,96.57318637,111.26,108.5731864
2/28/2014,95.99348267,108.98,107.9934827
2/27/2014,97.13362066,108.54,109.1336207
2/26/2014,96.20827161,109.39,108.2082716
2/25/2014,96.63953608,109.19,108.6395361
2/24/2014,94.82467099,109.76,106.824671
2/21/2014,96.86085723,109.03,108.8608572
2/20/2014,97.3128641,109.42,109.3128641
2/19/2014,96.69423621,110.37,108.6942362
2/18/2014,94.82569371,110.14,106.8256937
2/14/2014,95.57429326,108.63,107.5742933
2/13/2014,95.75451808,108.98,107.7545181
2/12/2014,96.30975421,108.62,108.3097542
2/11/2014,97.1462076,109.21,109.1462076
2/10/2014,96.45953475,110.18,108.4595348
2/7/2014,95.18542216,110.12,107.1854222
2/6/2014,94.13373564,108.15,106.1337356
2/5/2014,93.44677575,106.81,105.4467758
2/4/2014,93.93712484,107.04,105.9371248
2/3/2014,95.04876215,106.55,107.0487622
1/31/2014,96.43912037,108.16,108.4391204
1/30/2014,95.15813277,109.36,107.1581328
1/29/2014,95.68075819,108.83,107.6807582
1/28/2014,95.65557477,109.1,107.6555748
1/27/2014,96.13941899,108.72,108.139419
1/24/2014,96.65111754,109.14,108.6511175
1/23/2014,96.5687901,109.69,108.5687901
1/22/2014,96.65572706,109.69,108.6557271
1/21/2014,96.18695668,109.17,108.1869567
1/17/2014,95.01928124,108.45,107.0192812
1/16/2014,95.63776941,107.46,107.6377694
1/15/2014,94.33946224,108.09,106.3394622
1/14/2014,95.42664934,107.12,107.4266493
1/13/2014,93.34974685,108.02,105.3497469
1/10/2014,94.97912067,106.44,106.9791207
1/9/2014,94.78621438,107.49,106.7862144
1/8/2014,94.89638053,107.42,106.8963805
1/7/2014,93.32379452,107.01,105.3237945
1/6/2014,93.82068029,106.71,105.8206803
1/3/2014,94.51554449,106.57,106.5155445
1/2/2014,97.38886864,107.94,109.3888686
12/31/2013,97.41318867,109.95,109.4131887
12/30/2013,98.91873876,110.47,110.9187388
12/27/2013,99.05306994,112.06,111.0530699
12/26/2013,97.87962452,111.65,109.8796245
12/24/2013,98.1417764,111.57,110.1417764
12/23/2013,98.74843191,111.58,110.7484319
12/20/2013,97.28465884,112.15,109.2846588
12/19/2013,96.89028411,110.78,108.8902841
12/18/2013,96.17996834,109.56,108.1799683
12/17/2013,96.7638906,108.91,108.7638906
12/16/2013,95.20810649,110.3,107.2081065
12/13/2013,96.35108485,108.08,108.3510849
12/12/2013,95.98001817,108.99,107.9800182
12/11/2013,96.4527005,109.47,108.4527005
12/10/2013,96.76199536,108.91,108.7619954
12/9/2013,97.96687607,110.07,109.9668761
12/6/2013,98.47132047,111.5,110.4713205
12/5/2013,99.29094116,112.07,111.2909412
12/4/2013,99.89973108,113.27,111.8997311
12/3/2013,98.18493824,113.06,110.1849382
12/2/2013,98.40002083,111.49,110.4000208
11/29/2013,98.70747878,111.07,110.7074788
11/27/2013,98.85581532,111.32,110.8558153
11/26/2013,97.45763546,112.04,109.4576355
11/25/2013,97.85341796,110.83,109.853418
11/22/2013,96.83465133,111.36,108.8346513
11/21/2013,95.49107738,109.9,107.4910774
11/20/2013,95.43553638,108.27,107.4355364
11/19/2013,96.13272926,108.29,108.1327293
11/18/2013,95.1934713,108.8,107.1934713
11/15/2013,95.6086853,108.25,107.6086853
11/14/2013,94.05136668,108.29,106.0513667
11/13/2013,93.36212396,106.9,105.362124
11/12/2013,93.04634382,106.29,105.0463438
11/11/2013,92.05714014,105.76,104.0571401
